Date,Quarter,USCPI_UrbanB8284,USCPI_UrbanB67,USCPI_FoodBev,USCPI_Housing,USCPI_Transportation,US_Total_Employment,Federal funds effective rate,Prime Rate,13Mos_Libor_USD,Total Consumer Debt,Total Consumer Revolving Debt,Total Consumer Non-Revolving Debt,US GDP Y:     Gross domestic product,US GDP C: Personal consumption expenditures,US GDP C:   Goods,US GDP C:     Durable goods,US GDP C:     Nondurable goods,US GDP C:   Services,US GDP I: Gross private domestic investment,US GDP I:   Fixed investment,US GDP I:     Nonresidential,US GDP I:       Structures,US GDP I:       Equipment,US GDP I:       Intellectual property products,US GDP I:     Residential,US GDP I:   Change in private inventories,US GDP X: Net exports of goods and services,US GDP X:   Exports,US GDP X:     Goods,US GDP X:     Services,US GDP M:   Imports,US GDP M:     Goods,US GDP M:     Services,US GDP G: Government consumption expenditures and gross investment,US GDP G:   Federal,US GDP G:     National defense,US GDP G:     Nondefense,US GDP G:   State and local,US GDP Res: Residual,SP500,SP500 CHANGE,SP500 AVG DAILY CHANGE,SP500 DAILY GAP,SP500 DAILY NON-GAP CHANGE,SP500 AVG DAILY INTRA DAY VOLATILITY,SP500 QTRLY RETURN,SP500 QTRLY AVG VOLUME,US_HousingPrices_Base80,LoanDel_AllRE,LoanDel_AllCons,LoanDel_Leases,LoanDel_C&I,LoanDel_Agr,LoanDel_All,LoanChargOff_AllRE,LoanChargOff_AllCons,LoanChargOff_Leases,LoanChargOff_C&I,LoanChargOff_Agr,LoanChargOff_All,FX_USCAD,US_TotalReserves,US_MonetaryBase,Ttl_Loans_atFincos,Cons_Loans_atFincos,RE_Loans_atFincos,Biz_Loans_atFincos,All_Mtgs,Res_Mtgs,Murb_Mtgs,Ind_Mtgs,Farm_Mtgs,Ttl_ConsCrd,Ttl_Cons_Rvlving,Ttl_Cons_NonRvlving,Stud_Loans,Auto_Loans,Ttl_IndCapUtil,OECD_USBCI,OECD_USCLI,OECD_USCCI,US_NonfarmEmployees,US_CivilianLaborForce,US_LaborParticipation,US_Employed,US_Employment Ratio,US_FTEmployed,US_PTEmployed,US_UnemploymentLevel,US_UnemploymentRate,US_AverageWeeksUnempl,US_MedianWeeksUnempl,US_NewEntrantsUnempl,US_NotInLaborForce,US_NotInLaborForceSearching,US_NotInLaborForceDiscouraged,Weekly_Med_Earnings_CurDol,Weekly_Med_Earnings_CnstDol,LabProd_Q2Qchange,Unit Lab Cost Q2Q Chg,Real Hrly Comp Q2Q Chg,Nonfarm Lab Productivity Q2Q Chg,Nonfarm Unit Labor Cost Q2Q Change,Nonfarm Hourly Comp Q2Q Change,Import/Export Price All Commodities,Import/Export Price Index Fuels,Import/Export Price Index (ex fuels),Import/Export Price Index,Personal Saving % of Income,Personal Income Real (2012),Per Capita Personal Income (2012),US Population
6/30/1972,1972Q2,41.7,125,42.9,39.4,39.9,73760,4.46,5.04,,156153.01,8785.71,147367.3,5365045,3370736,,,,,707589,,,,,,,,,210118,,,317607,,,1546740,,,,,-199814,,,,,,,,,,,,,,,,,,,,,,0.9795,27005,88896,31610,30273,1337,,577837,335716,82739,113028,46354,156222,8670,147552,,45317,43.5714,101.3526,1972Q2,100.7137,73760,87006,60.4,82083,57,69448,12685,4923,5.7,12.4,5.4,715,,,,,,9.9,-4.8,1.9,8.2,-3.1,2.1,,,,,11.7,3938,18769,209811
9/30/1972,1972Q3,42.1,126.2,43.5,39.8,40.3,74263,4.87,5.5,,160553.29,9307.74,151245.55,5415712,3422682,,,,,717638,,,,,,,,,222785,,,324218,,,1517283,,,,,-191058,,,,,,,,,,,,,,,,,,,,,,0.983,27271,90193,32460,31007,1453,,597379,347337,85555,117167,47320,161529,9274,152255,,46772,44.3588,102.3955,1972Q3,100.6667,74263,87392,60.4,82543,57,69584,13067,4849,5.5,12.1,5.6,656,,,,,,1.2,3.1,1,2.4,3,2.1,,,,,12.2,4019,19104,210379
12/31/1972,1972Q4,42.5,127.3,43.9,40.1,40.4,75270,5.33,5.79,,166189.1,9379.24,156809.86,5506396,3503001,,,,,722138,,,,,,,,,232207,,,338823,,,1529836,,,,,-162286,,,,,,,,,,,,,,,,,,,,,,0.9968,25317,91381,33464,31893,1571,,618238,357370,89694,123470,47704,168757,9701,159056,,47862,44.2895,103.6592,1972Q4,99.80162,75270,87943,60.5,83400,57.3,70427,13005,4543,5.2,11.4,6.1,646,,,,,,4.4,3.8,4.1,3.5,4.2,3.4,,,,,13.7,4184.2,19839,210903
3/31/1973,1973Q1,43.3,129.8,46.6,40.4,40.4,76285,7.09,6.3,,173908.94,9655.66,164253.28,5642669,3566957,,,,,764458,,,,,,,,,249194,,,354480,,,1543007,,,,,-159795,,,,,,,,,,,,,,,,,,,,,,0.9967,26036,91118,33636,31947,1689,,633414,365955,91063,127172,49224,171528,9627,161901,,48904,46.1156,103.3435,1973Q1,99.04539,76285,88846,60.8,84452,57.8,71263,13197,4394,4.9,10.6,5.5,684,,,,,,7.7,4.2,5.4,9.3,1.5,4.2,,,,,12.7,4208.6,19914,211337
6/30/1973,1973Q2,44.2,132.4,48.3,40.8,41.5,76887,8.49,7.49,,180429.27,10347.07,170082.2,5704098,3565349,,,,,797044,,,,,,,,,261199,,,344262,,,1532134,,,,,-172500,,,,,,,,,,,,,,,,,,,,,,0.9984,26102,93732,34944,33139,1805,,656595,378024,94220,133147,51204,180398,10215,170183,,51621,47.3922,102.0634,1973Q2,98.50737,76887,89548,60.9,85185,58,72010,13033,4363,4.9,9.6,5,686,,,,,,1,4.6,-2.8,0.2,5.5,-2.7,,,,,13.6,4234.4,19990,211828
9/30/1973,1973Q3,45.2,135.5,51,41.6,41.2,77276,10.78,9.86,,185345.51,10933.55,174411.96,5674100,3577898,,,,,768143,,,,,,,,,262079,,,334752,,,1514109,,,,,-144432,,,,,,,,,,,,,,,,,,,,,,1.0083,27605,96226,36281,34356,1925,,676968,389894,97191,137482,52401,186695,10912,175783,,53391,47.6393,102.2199,1973Q3,98.59586,77276,89838,60.8,85488,57.9,72024,13550,4350,4.8,9.4,5.4,642,,,,,,-5.4,13.8,-0.4,-3.7,11.2,-0.9,,,,,13.1,4252.3,20022,212382
12/31/1973,1973Q4,46.2,138.5,52,42.8,42.2,78035,9.95,9.75,,190086.31,11342.22,178744.09,5727960,3567227,,,,,795504,,,,,,,,,274970,,,337250,,,1525470,,,,,-170027,,,,,,,,,,,,,,,,,,,,,,0.9994,28473,100143,37401,35359,2042,,694158,399840,98962,141946,53410,192980,11710,181270,,53772,46.3026,102.3216,1973Q4,97.74594,78035,90890,61.2,86401,58.2,72575,13865,4489,4.9,9.5,4.7,618,,,,,,1.6,6,-2.5,-2.5,11.1,-2,,,,,14.8,4280.6,20110,212859
3/31/1974,1974Q1,47.8,143.1,54.5,44.1,43.9,78296,9.35,8.85,,193357.99,11377,181980.99,5678713,3535312,,,,,750076,,,,,,,,,278537,,,325812,,,1553025,,,,,-147570,,,,,,,,,,,,,,,,,,,,,,0.972,28475,99604,37021,34860,2161,,709349,407898,101159,145660,54632,190460,11349,179111,,52834,46.819,101.4506,1974Q1,99.09689,78296,91453,61.3,86819,58.2,73226,13636,4634,5.1,9.7,4.8,640,,,,,,-5.6,13.7,-4.5,-0.9,10.4,-2.7,,,,,13.4,4187.2,19632,213286
6/30/1974,1974Q2,49,146.9,55,45.4,46.2,78602,11.93,11.54,,196887.8,12289.55,184598.24,5692210,3548041,,,,,747082,,,,,,,,,292119,,,343072,,,1560805,,,,,-158853,,,,,,,,,,,,,,,,,,,,,,0.9664,29789,103597,38001,35723,2278,,735651,422754,103073,151190,58634,196777,12138,184639,,54241,48.0232,100.4818,1974Q2,99.06607,78602,91868,61.2,86941,58,73299,13539,4927,5.4,9.7,5.3,672,,,,,,1.4,11.5,1.7,-1.2,12.2,-0.2,,,,,12.8,4171.6,19514,213770
9/30/1974,1974Q3,50.6,151.7,56.7,47.1,47.3,78611,11.34,12,,199617.12,13250.92,186366.2,5638411,3563282,,,,,708362,,,,,,,,,276381,,,337076,,,1563915,,,,,-151198,,,,,,,,,,,,,,,,,,,,,,0.9864,30144,105292,38696,36301,2395,,752515,434086,104725,153140,60564,201241,13175,188066,,55557,47.4104,98.68616,1974Q3,98.55389,78611,92488,61.4,87051,57.7,73294,13802,5437,5.9,9.6,5.3,730,,,,,,-3.3,17.4,1.7,-4,17.1,0.6,,,,,12.9,4177.5,19489,214349
12/31/1974,1974Q4,51.9,155.4,58.3,48.6,47.7,77657,8.53,10.5,,198917.84,13241.26,185676.58,5616526,3511197,,,,,712661,,,,,,,,,283600,,,333731,,,1571409,,,,,-182996,,,,,,,,,59.75,,,,,,,,,,,,,0.9882,29682,108640,38601,36087,2514,,766211,441199,105735,156735,62542,201926,13682,188244,,54266,42.7784,95.77704,1974Q4,98.38454,77657,92780,61.2,86144,56.9,72440,13782,6636,7.2,10.1,5.7,762,,,,,,3.2,6.9,-2.2,3.7,7.5,-1.2,,,,,14,4169.7,19407,214857
3/31/1975,1975Q1,52.7,157.8,58.9,49.7,48.2,76649,5.54,7.93,,199109.94,13177.87,185932.07,5548156,3540647,,,,,597866,,,,,,,,,285578,,,300244,,,1588522,,,,,-142301,,,,,,,,,61.12,,,,,,,,,,,,,1.0005,27882,105693,37629,34997,2632,,777277,447737,104754,159779,65007,195912,13206,182706,,53085,41.2253,95.91158,1975Q1,99.02185,76649,93165,61.2,85187,56,71034,14053,7978,8.6,11.8,7.2,769,59052,,,,,5.7,7.7,4.5,3.2,9.2,3.5,,,,,12.7,4173.9,19389,215276
6/30/1975,1975Q2,53.6,160.6,59.9,50.5,49.8,76520,5.55,7.07,,196043.36,13590.96,182452.41,5587800,3598886,,,,,580067,,,,,,,,,277253,,,276218,,,1575097,,,,,-128853,,,,,,,,,61.25,,,,,,,,,,,,,1.0264,27660,108423,34947,32197,2750,,794304,458571,104835,163649,67249,195933,13429,182504,,53935,42.3287,98.19304,1975Q2,99.52492,76520,93575,61.2,85355,55.8,70922,14642,8220,8.8,15.3,8.8,756,59400,,,,,6.6,1.9,3.5,6.6,2.1,3.7,,,,,14.3,4344.4,20125,215871
9/30/1975,1975Q3,54.6,163.6,61,51.3,51.7,77230,6.24,7.88,,199428.96,14490.56,184938.4,5683444,3650035,,,,,625037,,,,,,,,,272576,,,299181,,,1604521,,,,,-163400,,,,,,,,,62.3,,,,,,,,,,,,,1.0263,27207,109203,35500,32358,3142,,812795,470996,105641,168243,67915,201183,14306,186877,,55862,43.5416,100.0674,1975Q3,99.64977,77230,94202,61.2,86279,56.1,71951,14315,7923,8.4,16.1,9.2,824,59646,,,,,4.4,1.2,-2.4,4.9,2.2,-1,,,,,13,4316.4,19938,216490
12/31/1975,1975Q4,55.5,166.3,61.9,52.3,52.4,78018,5.2,7.26,,204002,14495.27,189506.73,5759972,3689285,,,,,642484,,,,,,,,,287987,,,315151,,,1618578,,,,,-163611,,,,,,,,,62.82,,,,,,,,,,,,,1.0139,27219,113125,36106,32570,3536,,830219,482990,105529,172798,68902,206996,15020,191976,,57016,43.0354,100.6721,1975Q4,100.2461,78018,94409,61.1,86665,56.1,72525,14156,7744,8.2,16.5,9,888,60180,,,,,1.1,7,0.5,0.4,6.3,-0.8,,,,,12,4335.4,19978,217013
3/31/1976,1976Q1,55.9,167.5,61.3,53,53.2,79049,4.84,6.75,,208338.57,14314.1,194024.47,5889500,3763048,,,,,704475,,,,,,,,,285999,,,334895,,,1621123,,,,,-190858,,,,,,,,,65.45,,,,,,,,,,,,,0.9859,26298,111255,35863,31935,3928,,848142,495624,107326,175005,70187,204908,14456,190452,,58332,45.0097,101.392,1976Q1,100.6296,79049,95215,61.3,87985,56.7,73502,14421,7230,7.6,16.5,8.7,858,60091,,,,,5.9,2.9,4.1,6,1.7,3.1,,,,,12.2,4403.6,20251,217455
6/30/1976,1976Q2,56.8,170.1,62.1,53.5,55.2,79376,5.48,7.2,,213240.1,15085.81,198154.3,5932711,3797670,,,,,732358,,,,,,,,,288882,,,349399,,,1603086,,,,,-200973,,,,,,,,,66.55,,,,,,,,,,,,,0.9736,25962,114411,36948,32625,4323,,869199,510487,108415,177992,72305,213148,14889,198259,,62227,46.3617,100.9446,1976Q2,100.7946,79376,95885,61.5,88563,56.8,73822,14893,7322,7.6,16.9,7.8,857,60142,,,,,2.7,4.7,3.7,3.8,3.8,4,,,,,11.4,4413.7,20251,217948
9/30/1976,1976Q3,57.6,172.6,62.3,54.4,56.4,79892,5.25,7,,218708.78,16352.92,202355.86,5965265,3837654,,,,,734910,,,,,,,,,297276,,,363654,,,1598395,,,,,-194507,,,,,,,,,67.23,,,,,,,,,,,,,0.9751,25780,115573,37911,33136,4775,,893721,527617,109405,182008,74691,220688,16033,204655,,65237,46.4785,100.0894,1976Q3,100.6908,79892,96553,61.6,89173,56.9,73980,15134,7380,7.6,15.2,7.8,949,60226,,,,,0.6,7.1,1.1,1,7.6,2,,,,,11.4,4448.9,20357,218542
12/31/1976,1976Q4,58.2,174.3,62.4,55.1,57,80448,4.65,6.35,,225721.59,16489.05,209232.54,6008504,3887447,,,,,740408,,,,,,,,,300292,,,375689,,,1597415,,,,,-161532,,,,,,,,,69.42,,,,,,,,,,,,,1.0183,26689,120337,38934,33704,5230,,917531,544787,110103,185943,76698,228961,17190,211771,,66798,46.4931,100.2776,1976Q4,100.6536,80448,97348,61.8,89803,57,74784,15063,7545,7.8,15.1,8,979,60090,,,,,2.5,7.3,3.8,1.2,7.5,2.7,,,,,10.6,4498.2,20531,219093
3/31/1977,1977Q1,59.5,178.2,64.6,56.2,58.1,81391,4.69,6.25,,232348.27,30997.94,201350.33,6079494,3933268,,,,,774711,,,,,,,,,295460,,,393474,,,1610994,,,,,-175808,,,,,,,,,72.67,,,,,,,,,,,,,1.0513,25948,118719,39586,33902,5684,,941241,561005,111662,189234,79340,229155,31441,197714,,68787,48.5767,100.8392,1977Q1,100.7438,81391,98115,62,90808,57.4,75470,15288,7307,7.4,14.5,7.2,1001,60016,,,,,2.4,5.2,0.2,2.6,5.1,0.2,,,,,10.5,4511.8,20546,219594
6/30/1977,1977Q2,60.7,181.8,66.2,57.3,59.6,82488,5.39,6.75,,242408.58,33430.02,208978.57,6197686,3954596,,,,,830251,,,,,,,,,303422,,,397102,,,1625734,,,,,-170459,,,,,,,,,74.36,,,,,,,,,,,,,1.0577,25831,121804,41166,35026,6140,,975021,586242,113916,191670,83193,242048,32939,209109,,73919,50.5721,100.9091,1977Q2,100.7448,82488,99093,62.4,91959,57.9,76838,15164,7134,7.2,14.4,6.2,1112,59836,,,,,0.6,6.1,-0.4,1.6,6.7,1.1,,,,,10.6,4538.4,20616,220143
9/30/1977,1977Q3,61.4,184,66.5,58.4,59.4,83532,6.14,7.13,,251261.8,35373.81,215887.98,6309514,3991989,,,,,872264,,,,,,,,,305776,,,391568,,,1632263,,,,,-191156,,,,,,,,,77.22,,,,,,,,,,,,,1.0733,26285,124425,42836,36241,6595,,1012779,613776,115807,197249,85947,252953,34575,218378,,78468,50.2207,100.351,1977Q3,100.8542,83532,99453,62.3,92702,58.1,77154,15460,6751,6.8,14,6.7,964,60221,,,,,5.4,3,2.8,4.3,3.6,2.2,,,,,11.1,4611.3,20885,220796
12/31/1977,1977Q4,62.1,186.1,67.1,59.2,59.5,84408,6.56,7.75,,260562.7,37414.82,223147.88,6309652,4052010,,,,,850383,,,,,,,,,295973,,,397125,,,1628370,,,,,-167270,,,,,,,,,79.55,,,,,,,,,,,,,1.0973,27134,129915,44362,37314,7048,,1049728,638495,118036,204905,88292,264892,39274,225618,,80894,49.2276,100.9155,1977Q4,100.9538,84408,100491,62.7,94105,58.7,78371,15845,6386,6.4,13.6,6.8,853,59886,,,,,-4.3,11.6,0.7,-5,12.7,1,,,,,11.4,4701.6,21237,221390
3/31/1978,1978Q1,63.4,189.8,69.8,60.6,59.9,85461,6.79,8,,270262.81,37479.17,232783.64,6329791,4074774,,,,,866957,,,,,,,,,302960,,,423771,,,1628786,,,,,-176269,,,,,,,,,82.73,,,,,,,,,,,,,1.1258,27132,129110,45102,37600,7502,,1079195,658113,120168,210013,90901,266971,38032,228939,,83579,50.7804,100.6708,1978Q1,100.8756,85461,101092,62.8,94755,58.8,78986,15711,6337,6.3,12.4,6.2,920,59946,,,,,-1.6,12.6,4.2,0.2,10.8,4.4,,,,,11,4748.3,21399,221892
6/30/1978,1978Q2,65.2,195.3,72.9,62.2,61.7,86951,7.6,8.63,,285100.77,40546.99,244553.78,6574390,4161887,,,,,923266,,,,,,,,,334545,,,425116,,,1669636,,,,,-145269,,,,,,,,,85.22,,,,,,,,,,,,,1.1218,27954,133606,47816,39858,7958,,1121598,687158,124283,215274,94883,284526,39880,244646,,90668,53.0911,101.541,1978Q2,100.88,86951,102371,63.3,96343,59.5,80574,15659,6028,5.9,12.1,6,838,59424,,,,,8.1,-1.2,-2,8.1,-1,-1.8,,,,,10,4762,21404,222482
9/30/1978,1978Q3,66.5,199.3,73.6,63.9,62.8,87618,8.45,9.41,,296179.42,43510.36,252669.05,6640497,4179363,,,,,950166,,,,,,,,,338216,,,430673,,,1685060,,,,,-138136,,,,,,,,,87.44,,,,,,,,,,,,,1.1664,28195,136211,50400,41952,8448,,1164686,719750,126478,220709,97749,298022,42587,255435,,95805,52.8974,101.5622,1978Q3,100.8379,87618,102795,63.3,96670,59.5,80646,15973,6125,6,11.4,5.6,838,59707,,,,,1.1,6.9,0.6,0.3,7.6,0.4,,,,,10.6,4807.5,21542,223168
12/31/1978,1978Q4,67.7,202.9,74.9,65.1,64.1,88673,10.03,11.55,,306100.39,45690.95,260409.43,6729755,4213088,,,,,972139,,,,,,,,,351639,,,436586,,,1700228,,,,,-137930,,,,,,,,,91.38,,,,,,,,,,,,,1.1798,31347,144721,53389,44448,8941,,1206753,751366,128697,226343,100347,311305,48309,262996,,98660,52.7088,101.3459,1978Q4,100.3006,88673,103809,63.6,97581,59.8,81656,16061,6228,6,10.6,5.6,868,59463,,,,,1.6,8.9,2.3,2.6,7.5,2.1,,,,,10.4,4848.9,21668,223781
3/31/1979,1979Q1,69.8,209.1,78.5,67,65.9,89480,10.09,11.75,,317200.74,46369.7,270831.04,6741854,4234909,,,,,973754,,,,,,,,,351915,,,435399,,,1683418,,,,,-117557,,,,,,,,,94.35,,,,,,,,,,,,,1.1739,30439,142293,55851,46420,9431,,1244696,776454,131573,230575,106094,313819,46770,267049,,102240,54.2291,100.8579,1979Q1,100.1759,89480,104589,63.8,98480,60,82431,16109,6109,5.8,11.7,5.9,831,59438,,,234,339,-2.3,13.6,1.4,-3.6,14.8,1.1,,,,0,11.2,4905.1,21865,224333
6/30/1979,1979Q2,72.3,216.6,80.2,69.4,70.7,90109,10.29,11.65,,328172.74,49405.27,278767.47,6749063,4232159,,,,,972877,,,,,,,,,352832,,,437750,,,1699820,,,,,-128367,,,,,,,,,96.41,,,,,,,,,,,,,1.1724,29950,145889,59666,49743,9923,,1292173,808835,134106,236856,112376,327319,48545,278774,,107621,54.4279,99.9045,1979Q2,99.84187,90109,104638,63.5,98679,59.9,82580,16026,5959,5.7,10.4,5.6,809,60082,,,239,334,-0.7,10.2,-1.6,-1.1,10.3,-2,,,,0,9.9,4829.8,21471,224948
9/30/1979,1979Q3,74.6,223.4,80.8,72.2,73.7,90325,11.43,12.9,,339449.75,52076.21,287373.54,6799200,4273342,,,,,956493,,,,,,,,,365530,,,431065,,,1704785,,,,,-91068,,,,,,,,,98.25,,,,,,,,,,,,,1.1653,30327,149585,63297,52697,10600,,1341705,843659,136322,244580,117144,341528,51230,290298,,111453,53.5986,99.17851,1979Q3,99.55927,90325,105530,63.8,99340,60,82995,16315,6190,5.9,10.5,5.5,828,59901,,,240,325,0.2,9.2,-1.4,-0.2,9.8,-1.4,,,,0,9.4,4867,21568,225662
12/31/1979,1979Q4,76.7,229.9,82.4,75,75.8,90673,13.78,15.3,,348589.11,53596.43,294992.67,6816203,4283975,,,,,939526,,,,,,,,,388529,,,440466,,,1716013,,,,,-86605,,,,,,,,,100,,,,,,,,,,,,,1.17,32676,156653,66720,55445,11275,,1380989,870246,139429,250793,120521,354616,56937,297679,,112420,52.758,98.68723,1979Q4,99.23289,90673,106258,63.9,99933,60.1,83457,16695,6325,6,10.8,5.7,898,60042,,,249,328,-0.8,10.8,-0.4,-0.4,11,0.2,,,,84.2,10.1,4887,21592,226339
3/31/1980,1980Q1,80.1,239.8,84.3,78.4,81.1,90994,17.19,18.31,,353042.11,54139.08,298903.04,6837641,4277851,,,,,933101,,,,,,,,,399372,,,440766,,,1741199,,,,,-89953,,,,,,,,,101.55,,,,,,,,,,,,,1.1731,32394,155032,70024,58074,11950,,1424453,902708,140964,255317,125464,349662,54146,295516,,113413,53.9844,97.73473,1980Q1,98.69363,90994,106442,63.7,99713,59.7,83161,16604,6729,6.3,11,6,835,60542,,,256,324,2.7,9.7,-0.6,1.9,9.6,-1.4,,,,86.7,10.2,4863.7,21430,226955
6/30/1980,1980Q2,82.7,247.6,85.9,82.1,83.1,90099,9.47,12.63,,346696.96,53784.12,292912.84,6696753,4181510,,,,,853760,,,,,,,,,406901,,,408759,,,1744621,,,,,-95653,,,,,,,,,104.47,,,,,,,,,,,,,1.1516,32351,158922,121798,62901.5,12625,46271.5,1452176,919397,142097,260632,130050,345637,52850,292787,,111900,51.0478,95.60866,1980Q2,98.62431,90099,106780,63.7,98682,58.9,82076,16726,8098,7.6,11.3,6.4,884,60863,,,257,314,-4.5,15.9,0.5,-4.4,15.9,0.7,,,,87.7,11.2,4851.2,21312,227624
9/30/1980,1980Q3,84,251.7,88.9,82.4,84.7,90210,10.87,12.23,,348163.14,54391.28,293771.86,6688794,4227379,,,,,797411,,,,,,,,,406034,,,379344,,,1720876,,,,,-21488,,,,,,,,,104.75,,,,,,,,,,,,,1.1647,29365,159391,118786,63564.43,13037,42184.58,1490793,950171,143664,265736,131222,350336,53806,296530,,112399,51.577,99.30779,1980Q3,99.38599,90210,107098,63.6,99077,58.9,82410,16649,8021,7.5,12.9,7.7,871,61199,,,262,315,0.5,9.6,0.1,1.6,8.8,0.5,,,,89.5,11.7,4920.4,21552,228302
12/31/1980,1980Q4,86.3,258.4,90.7,85.3,86.9,90943,18.9,20.35,,351920.05,54970.05,296950,6813535,4284494,,,,,871733,,,,,,,,,403575,,,399686,,,1720497,,,,,-49469,,,,,,,,,105.3,,,,,,,,,,,,,1.1968,27354,163376,122480,63968.13,13802,44709.88,1528182,977342,146418,271756,132666,358044,58506,299538,,111971,52.3837,100.075,1980Q4,99.12238,90943,107352,63.6,99634,59,82833,16874,7718,7.2,13.7,7.5,899,61531,,,271,317,4.5,6.2,1.1,4.6,6.8,1.7,,,,89.2,11.4,4990,21804,228858
3/31/1981,1981Q1,88.5,265.1,92.7,87,91,91210,14.7,18.05,,357127.13,56282.22,300844.92,6947042,4298847,,,,,952418,,,,,,,,,411165,,,416745,,,1743509,,,,,-113887,,,,,,,,,107.4,,,,,,,,,,,,,1.1914,26727,159765,124372,65151.81,15115,44105.19,1557044,992206,148075,278779,137984,353902,55853,298049,,112730,53.1588,99.35514,1981Q1,98.86168,91210,108553,64.1,100571,59.4,83386,17198,7982,7.4,14,7.1,1013,60900,,,278,317,7.9,2.2,-1.2,6.4,3.9,-1,,,,89.7,10.8,4969.3,21670,229314
6/30/1981,1981Q2,90.6,271.3,93.2,90,93.1,91490,19.1,20.03,,362743.46,58742.01,304001.45,6895559,4299160,,,,,912945,,,,,,,,,413387,,,417360,,,1746861,,,,,-77410,,,,,,,,,109.23,,,,,,,,,,,,,1.2041,26627,163929,130452,66583.2,16377,47491.8,1597278,1017099,149225,289543,141411,361610,57795,303815,,115323,53.5596,99.4406,1981Q2,99.03051,91490,108396,63.7,100298,59,83244,17176,8098,7.5,13.7,6.6,961,61646,,,279,311,-3.4,11.5,0,-4.9,12.8,-0.4,,,,88.7,10.8,4992.2,21718,229864
9/30/1981,1981Q3,93.2,279.3,94.7,93.5,94.9,91479,15.87,20.08,,369595.74,60194.75,309400.99,6978135,4319047,,,,,964401,,,,,,,,,404581,,,412582,,,1740845,,,,,-112175,,,,,,,,,109.16,,,,,,,,,,,,,1.2008,25497,164686,132172,70827.88,16393,44951.13,1631700,1036901,150828,299301,144670,371928,59807,312121,,120059,53.147,97.85492,1981Q3,98.83039,91479,108294,63.5,100064,58.7,83009,17043,8230,7.6,13.6,6.8,946,62299,,,281,304,5.5,3.1,0.4,3.7,5.2,0.6,,,,87,12.4,5077.3,22025,230527
12/31/1981,1981Q4,94,281.5,94.6,94,96.4,90893,12.37,15.75,,371301.44,60928,310373.44,6902105,4289504,,,,,930440,,,,,,,,,406439,,,424395,,,1762971,,,,,-100483,,,,,,,,,110.96,,,,,,,,,,,,,1.1851,26167,170681,135538,71933.23,16791,46813.78,1654571,1052634,146387,308865,146685,377882,64807,313075,,119744,51.0854,96.70129,1981Q4,98.57682,90893,108912,63.6,99645,58.2,82491,17223,9267,8.5,13.1,6.9,1039,62254,,,294,314,-4.9,12.1,-0.5,-4.3,11.3,-0.6,,,,90,12.5,5080.3,21986,231073
3/31/1982,1982Q1,94.5,283.1,96.4,94.4,94.9,90432,14.68,16.5,,376885.41,61625.25,315260.16,6794878,4321100,,,,,842429,,,,,,,,,388799,,,412275,,,1761007,,,,,-70821,,,,,,,,,111.88,,,,,,,,,,,,,1.2205,24251,166219,136992,73096.66,17313,46582.34,1674397,1065073,147752,313397,148175,373537,60952,312585,,119806,51.4484,96.66772,1982Q1,98.71011,90432,109567,63.8,99672,58.1,82008,17610,9895,9,14.1,7.7,1072,62100,,,298,315,-2,13,5.5,-2.2,13,5.3,,,,89.7,12.2,5100.1,22025,231558
6/30/1982,1982Q2,97,290.6,98,97.8,97.4,89864,14.15,16.5,,381985.62,63485.42,318500.2,6825876,4334262,,,,,841789,,,,,,,,,391119,,,405525,,,1767700,,,,,-96522,,,,,,,,,110.86,,,,,,,,,,,,,1.2756,24030,171679,141650,75943.5,18122,47584.5,1703748,1080243,150788,322943,149774,380887,62578,318309,,123483,50.5772,96.7212,1982Q2,98.76937,89864,110081,63.9,99543,57.8,81507,18310,10538,9.6,15.7,9.5,1069,62109,,,301,314,0.8,3.4,-0.1,0.4,3.1,-0.7,,,,90.3,12.3,5100.8,21978,232090
9/30/1982,1982Q3,97.9,293.3,98,98.4,98.3,89183,10.31,13.5,,384355.25,65141.16,319214.09,6799781,4363318,,,,,834075,,,,,,,,,373774,,,424334,,,1781872,,,,,-136647,,,,,,,,,112.24,,,,,,,,,,,,,1.2348,23382,173383,141657,75840.41,18516,47300.59,1715747,1082088,150692,332337,150630,386815,64829,321986,,124731,49.6522,96.92916,1982Q3,98.71055,89183,110721,64.1,99504,57.6,80978,18524,11217,10.1,16.6,9.5,1282,61969,,,299,306,0,5.8,-1.2,0.7,5.6,-0.7,80,,,88.8,11.8,5152.4,22141,232708
12/31/1982,1982Q4,97.6,292.4,97.6,97.4,98.1,88769,8.95,11.5,,389848.74,66348.3,323500.44,6802497,4439749,,,,,769602,,,,,,,,,356647,,,407679,,,1809342,,,,,-97723,,,,,,,,,114.25,,,,,,,,,,,,,1.2385,24806,180717,142109,77319.25,18689,46100.75,1741373,1097177,152376,340877,150943,396718,70461,326257,,127481,47.8322,97.91045,1982Q4,98.93166,88769,111083,64.1,99032,57.2,80556,18406,12051,10.8,18.1,10.2,1302,62116,,,308,315,3.4,2.3,1.3,3.3,2.5,1.4,79.9,,,87.5,10.9,5190.1,22252,233241
